0.209717,0
0.214367,-0.0766704
0.21916,-0.149585
0.220311,-0.217685
0.226132,-0.277541
0.233015,-0.331047
0.239992,-0.375067
0.246934,-0.417273
0.253913,-0.458187
0.260861,-0.497438
0.267779,-0.534628
0.274874,-0.569251
0.281731,-0.600924
0.28873,-0.629716
0.295687,-0.656158
0.302703,-0.680864
0.309518,-0.704186
0.316472,-0.726124
0.323534,-0.746385
0.330378,-0.76452
0.337323,-0.780152
0.344411,-0.793207
0.35139,-0.804068
0.358322,-0.813527
0.365331,-0.822531
0.372294,-0.831848
0.379229,-0.841904
0.386177,-0.852829
0.393254,-0.864562
0.400053,-0.876928
0.406993,-0.889688
0.413915,-0.902555
0.420926,-0.915216
0.427901,-0.927351
0.434822,-0.938667
0.441761,-0.948941
0.44881,-0.95807
0.455721,-0.966097
0.462817,-0.963417
0.469634,-0.950882
0.476616,-0.939658
0.483488,-0.929756
0.490499,-0.921068
0.497448,-0.91325
0.504479,-0.905854
0.511382,-0.898465
0.518328,-0.890185
0.525422,-0.882774
0.532253,-0.875661
0.539667,-0.868481
0.546552,-0.861974
0.554276,-0.855928
0.561388,-0.851396
0.569604,-0.84782
0.577344,-0.848744
0.585158,-0.850013
0.592573,-0.85073
0.600631,-0.851174
0.609564,-0.851168
0.617741,-0.85177
0.626053,-0.853197
0.634874,-0.855085
0.643709,-0.857992
0.655093,-0.860262
0.66518,-0.864472
0.674625,-0.862354
0.684677,-0.861383
0.694693,-0.856619
0.704009,-0.854921
0.719882,-0.85275
0.735787,-0.848465
0.750776,-0.841195
0.766307,-0.830309
0.776869,-0.813792
0.786832,-0.795402
0.796898,-0.776231
0.807677,-0.755021
0.818614,-0.734117
0.828794,-0.713078
0.840055,-0.692802
0.851341,-0.673181
0.86269,-0.652098
0.87387,-0.632374
0.884892,-0.613275
0.896115,-0.598272
0.907178,-0.584192
0.91856,-0.576118
0.934074,-0.573576
0.948337,-0.571285
0.962788,-0.567642
0.976527,-0.562708
0.991477,-0.554427
1.00646,-0.548707
1.01871,-0.539373
1.03081,-0.53029
1.04344,-0.517994
1.05614,-0.503477
1.06881,-0.485385
1.08077,-0.467288
1.09293,-0.449104
1.10487,-0.428367
1.11662,-0.409016
1.12864,-0.394048
1.14107,-0.380552
1.15386,-0.372101
1.16644,-0.365395
1.17822,-0.359852
1.18982,-0.354388
1.20211,-0.351031
1.21416,-0.346721
1.22592,-0.342505
1.23775,-0.336124
1.2499,-0.333336
1.26274,-0.331544
1.27714,-0.326486
1.29139,-0.323118
1.30663,-0.31899
1.31992,-0.318478
1.33445,-0.320109
1.34787,-0.324848
1.36048,-0.330332
1.3788,-0.335281
1.39729,-0.340535
1.41213,-0.345301
1.42476,-0.353257
1.4368,-0.365171
1.44839,-0.374815
1.46043,-0.384053
1.47389,-0.392131
1.48656,-0.398155
1.4996,-0.402781
1.5124,-0.41115
1.52515,-0.419328
1.53707,-0.426509
1.54978,-0.43087
1.5635,-0.434424
1.57591,-0.438386
1.58873,-0.440403
1.60101,-0.444487
1.61267,-0.456859
1.62551,-0.46962
1.63861,-0.489636
1.65129,-0.514409
1.66379,-0.541763
1.67675,-0.560034
1.68912,-0.580363
1.70148,-0.602364
1.71399,-0.626092
1.72617,-0.649945
1.73812,-0.671877
1.75065,-0.692058
1.7643,-0.711629
1.77665,-0.724759
1.78877,-0.723444
1.80051,-0.707334
1.81279,-0.687182
1.82477,-0.663505
1.83693,-0.64143
1.84852,-0.616814
1.86093,-0.595009
1.87331,-0.570832
1.88561,-0.546041
1.8976,-0.521879
1.91031,-0.499376
1.92477,-0.479302
1.93704,-0.462598
1.94922,-0.448295
1.96186,-0.43631
1.97377,-0.42837
1.98527,-0.421858
1.9977,-0.418059
2.01041,-0.413342
2.02246,-0.408461
2.03544,-0.403019
2.04726,-0.401333
2.05999,-0.399926
2.07199,-0.399566
2.08397,-0.399258
2.09576,-0.397039
2.10836,-0.395795
2.12022,-0.395661
2.1331,-0.396521
2.14578,-0.399376
2.15805,-0.40352
2.17059,-0.407573
2.18248,-0.411664
2.19521,-0.418841
2.20701,-0.42812
2.21943,-0.438569
2.23152,-0.44946
2.24318,-0.462914
2.25581,-0.474334
2.26861,-0.48938
2.28089,-0.506411
2.29486,-0.523652
2.30801,-0.538816
2.321,-0.551776
2.33461,-0.569173
2.34736,-0.583841
2.36088,-0.602052
2.3739,-0.622407
2.38631,-0.641648
2.39892,-0.648656
2.41195,-0.652125
2.42442,-0.654212
2.437,-0.654227
2.44946,-0.655474
2.46205,-0.657031
2.4754,-0.65339
2.48805,-0.651078
2.5015,-0.648882
2.51516,-0.647004
2.529,-0.645474
2.54258,-0.64228
2.55631,-0.638905
2.5697,-0.63544
2.58338,-0.632504
2.59607,-0.623766
2.60925,-0.613527
2.62299,-0.601265
2.6367,-0.587544
2.65098,-0.572403
2.66498,-0.560838
2.67874,-0.546761
2.69399,-0.532047
2.70733,-0.515202
2.72131,-0.498993
2.73527,-0.483542
2.7504,-0.468372
2.76611,-0.455026
2.7814,-0.446013
2.79908,-0.446472
2.81342,-0.449247
2.8268,-0.45377
2.83965,-0.459982
2.85184,-0.467706
2.86519,-0.475626
2.8776,-0.483688
2.89075,-0.479061
2.90418,-0.47523
2.91659,-0.473166
2.92965,-0.472082
2.94337,-0.474599
2.95599,-0.474848
2.96867,-0.475765
2.98134,-0.480571
2.99415,-0.477779
3.00727,-0.479207
3.01915,-0.479697
3.03181,-0.483596
3.04439,-0.490095
3.05767,-0.497335
3.07092,-0.506418
3.08352,-0.51865
3.09593,-0.534011
3.10911,-0.553172
3.12108,-0.575745
3.13496,-0.602014
3.14753,-0.631164
3.15995,-0.661988
3.17192,-0.693549
3.18519,-0.725501
3.19844,-0.755666
3.21216,-0.777668
3.22452,-0.793844
3.23745,-0.808406
3.24985,-0.820763
3.26352,-0.829749
3.27623,-0.830821
3.28908,-0.820192
3.30289,-0.80902
3.316,-0.798051
3.32845,-0.785669
3.34121,-0.77337
3.35431,-0.758341
3.3669,-0.745446
3.37879,-0.731764
3.39169,-0.721332
3.40448,-0.710658
3.4179,-0.694041
3.4309,-0.678714
3.44366,-0.664651
3.45641,-0.652931
3.46969,-0.644165
3.48299,-0.637639
3.49654,-0.632339
3.50981,-0.627087
3.52211,-0.622786
3.53474,-0.616438
3.5476,-0.614616
3.56036,-0.606606
3.57293,-0.597092
3.58591,-0.579875
3.59814,-0.560037
3.61065,-0.54017
3.62304,-0.518523
3.63673,-0.49631
3.65093,-0.474429
3.66386,-0.453722
3.67652,-0.436783
3.69022,-0.421824
3.70472,-0.408728
3.71813,-0.396012
3.73109,-0.385087
3.74445,-0.375317
3.75809,-0.37353
3.77077,-0.375908
3.78392,-0.376429
3.79642,-0.373773
3.80934,-0.373151
3.82208,-0.373795
3.83508,-0.374062
3.84759,-0.374379
3.86029,-0.373861
3.87326,-0.3724
3.88687,-0.371921
3.89989,-0.378445
3.91285,-0.385515
3.92531,-0.393914
3.93757,-0.403697
3.95074,-0.414722
3.96309,-0.426813
3.97568,-0.439808
3.98871,-0.453609
4.00193,-0.471986
4.0151,-0.49276
4.02846,-0.51411
4.04109,-0.538162
4.05349,-0.558999
4.06629,-0.581889
4.07852,-0.598019
4.09118,-0.61034
4.10532,-0.620934
4.11836,-0.630968
4.13121,-0.638172
4.14513,-0.643132
4.15839,-0.644319
4.17084,-0.645572
4.18451,-0.644146
4.1973,-0.643045
4.21003,-0.641594
4.22382,-0.638065
4.23701,-0.632857
4.24991,-0.627694
4.26244,-0.623297
4.27607,-0.618436
4.28862,-0.613766
4.3027,-0.606427
4.31562,-0.598137
4.3277,-0.589515
4.34012,-0.57874
4.35255,-0.565708
4.36629,-0.553342
4.37911,-0.538748
4.39173,-0.523858
4.40512,-0.508104
4.41858,-0.492846
4.43148,-0.484752
4.44467,-0.479889
4.45701,-0.472927
4.47079,-0.466619
4.48418,-0.460234
4.49676,-0.454037
4.50958,-0.448358
4.52303,-0.439931
4.53551,-0.431035
4.54839,-0.42286
4.56078,-0.415173
4.57348,-0.408741
4.58634,-0.401154
4.59941,-0.393578
4.61149,-0.389595
4.62397,-0.387274
4.63821,-0.385685
4.65109,-0.385543
4.66398,-0.385911
4.67667,-0.389076
4.68875,-0.395303
4.70109,-0.406117
4.71377,-0.416525
4.72697,-0.428144
4.74043,-0.439156
4.75324,-0.451372
4.76595,-0.46372
4.77923,-0.479959
4.79228,-0.492699
4.80546,-0.505114
4.81794,-0.516946
4.83142,-0.532153
4.84446,-0.546405
4.85717,-0.556148
4.87031,-0.568674
4.8835,-0.581739
4.89681,-0.590925
4.90935,-0.5996
4.92232,-0.607626
4.935,-0.614535
4.9497,-0.61983
4.9628,-0.627229
4.97612,-0.630882
4.98942,-0.632388
